homelat,homelon,homecontinent,n
42,3.2,Europe,1
42,9,Europe,7
42,12.7,Europe,1
42,14.7,Europe,1
42,15,Europe,2
42,21.4,Europe,7
42.1,-122.5,North America,1
42.1,-111.9,North America,4
42.1,-102.9,North America,10
42.1,-93.9,North America,1
42.1,-92.5,North America,2
42.1,-89.2,North America,1
42.1,-88.3,North America,2
42.1,-88,North America,1
42.1,-87.7,North America,9
42.1,-86.4,North America,2
42.1,-83.7,North America,6
42.1,-83,North America,2
42.1,-80.1,North America,13
42.1,-77.1,North America,1
42.1,-76.8,North America,2
42.1,-75.9,North America,2
42.1,-74.1,North America,1
42.1,-73.8,North America,1
42.1,-72.8,North America,1
42.1,-72.6,North America,6
42.1,-71.5,North America,1
42.1,-71.2,North America,2
42.1,-70.9,North America,2
42.1,-70.8,North America,7
42.1,-70.7,North America,2
42.1,-70.2,North America,4
42.1,-8.8,Europe,2
42.1,-8.7,Europe,2
42.1,-1.9,Europe,1
42.1,-1.6,Europe,1
42.1,-0.4,Europe,4
42.1,3.1,Europe,3
42.1,11.8,NA,11
42.1,11.9,Europe,8
42.2,-112.3,North America,1
42.2,-107,North America,2
42.2,-88.3,North America,3
42.2,-87.9,North America,2
42.2,-86.3,North America,2
42.2,-85.7,North America,1
42.2,-85.6,North America,2
42.2,-83.6,North America,1
42.2,-83.5,North America,1
42.2,-83.1,North America,3
42.2,-79.8,North America,3
42.2,-76.5,North America,1
42.2,-72.8,North America,2
42.2,-71.9,North America,5
42.2,-71.8,North America,1
42.2,-71.5,North America,1
42.2,-71.1,North America,1
42.2,-71,North America,2
42.2,-70.9,North America,18
42.2,-70.7,North America,3
42.2,-8.8,Europe,14
42.2,-8.8,NA,1
42.2,-8.7,Europe,86
42.2,-8.6,Europe,1
42.2,-2.1,Europe,3
42.2,2.2,Europe,1
42.2,2.4,Europe,2
42.2,2.5,Europe,1
42.2,2.9,Europe,1
42.2,3,Europe,2
42.2,3.1,Europe,3
42.2,12.2,Europe,2
42.2,12.3,Europe,1
42.2,12.5,Europe,2
42.3,-90.3,North America,1
42.3,-88.8,North America,1
42.3,-88.4,North America,1
42.3,-88.2,North America,1
42.3,-88.1,North America,1
42.3,-88,North America,2
42.3,-87.9,North America,1
42.3,-85.6,North America,14
42.3,-83.8,North America,1
42.3,-83.7,North America,15
42.3,-83.3,North America,1
42.3,-83,North America,148
42.3,-78.7,North America,2
42.3,-76.7,North America,2
42.3,-76.2,North America,4
42.3,-73.8,North America,4
42.3,-73.3,North America,2
42.3,-72.7,North America,1
42.3,-72.6,North America,7
42.3,-71.8,North America,6
42.3,-71.7,North America,3
42.3,-71.6,North America,1
42.3,-71.4,North America,2
42.3,-71.2,North America,3
42.3,-71.1,North America,67
42.3,-71,North America,5
42.3,-70.9,NA,3
42.3,-8.8,NA,2
42.3,-8.7,Europe,1
42.3,-7.9,Europe,7
42.3,-5.9,Europe,1
42.3,-5.5,Europe,2
42.3,-3.7,Europe,171
42.3,-2.5,Europe,5
42.3,3,Europe,2
42.3,3.2,Europe,1652
42.3,3.3,Europe,1
42.3,13.4,Europe,1
42.3,43.4,Europe,1
42.4,-123.3,North America,2
42.4,-96.4,North America,4
42.4,-88.1,North America,1
42.4,-87.8,North America,6
42.4,-86.3,North America,1
42.4,-85.5,North America,3
42.4,-84,North America,24
42.4,-83.4,North America,38
42.4,-83.3,North America,1
42.4,-83.1,North America,4
42.4,-76.5,North America,3
42.4,-76,North America,1
42.4,-72.5,North America,1
42.4,-71.6,North America,1
42.4,-71.4,North America,81
42.4,-71.3,North America,1
42.4,-71.2,North America,1
42.4,-71.1,North America,225
42.4,-71,North America,36
42.4,-8.8,NA,7
42.4,-8.6,Europe,30
42.4,-8.1,Europe,2
42.4,-2.1,Europe,1
42.4,2.8,Europe,19
42.4,9.3,Europe,3
42.4,11.2,Europe,2
42.4,12.2,Europe,1
42.5,-123.4,North America,1
42.5,-96.4,North America,3
42.5,-92.3,North America,6
42.5,-90.7,North America,4
42.5,-83.5,North America,1
42.5,-83.4,North America,1
42.5,-83.3,North America,1
42.5,-83.2,North America,2
42.5,-83.1,North America,3
42.5,-83,North America,6
42.5,-82.9,North America,1
42.5,-78.5,North America,16
42.5,-71.3,North America,5
42.5,-71.2,North America,1
42.5,-71.1,North America,5
42.5,-70.9,North America,10
42.5,-70.9,NA,1
42.5,-8.8,NA,2
42.5,-6.6,Europe,4
42.5,-3.3,Europe,8
42.5,-2.6,Europe,1
42.5,-2.4,Europe,13
42.5,-0.4,Europe,2
42.5,1.5,Europe,13
42.5,1.7,Europe,10
42.5,3,Europe,6
42.5,3.1,Europe,1
42.5,11.3,Europe,1
42.5,11.4,Europe,2
42.5,12,Europe,1
42.5,14.2,Europe,10
42.5,18.7,Europe,2
42.5,27.5,Europe,1
42.6,-114.5,North America,1
42.6,-89.6,North America,1
42.6,-87.8,North America,7
42.6,-84.5,North America,1
42.6,-83.9,North America,2
42.6,-83.3,North America,2
42.6,-83.1,North America,4
42.6,-82.9,North America,3
42.6,-82.8,North America,4
42.6,-80.6,North America,1
42.6,-80.2,North America,1
42.6,-79.1,North America,1
42.6,-78.5,North America,2
42.6,-73.8,North America,1
42.6,-73.7,North America,1
42.6,-71.8,North America,1
42.6,-71.4,North America,2
42.6,-71.3,North America,4
42.6,-71.1,North America,2
42.6,-70.9,North America,5
42.6,-70.8,North America,22
42.6,-70.7,NA,6
42.6,-8.9,Europe,6
42.6,-8.8,Europe,2
42.6,-8.8,NA,1
42.6,-8.6,Europe,6
42.6,-8.1,Europe,355
42.6,-6.7,Europe,4
42.6,-6.4,Europe,1
42.6,-5.6,Europe,18
42.6,-2.9,Europe,7
42.6,1.7,Europe,1
42.6,2.5,Europe,9
42.6,3,Europe,1
42.6,8.9,Europe,4
42.6,11.1,NA,2
42.7,-110.9,North America,1
42.7,-97.9,North America,1
42.7,-90.5,North America,1
42.7,-88.6,North America,1
42.7,-88.5,North America,1
42.7,-87.8,North America,1
42.7,-86,North America,1
42.7,-85.6,North America,19
42.7,-84.7,North America,1
42.7,-84.6,North America,2
42.7,-84.5,North America,5
42.7,-83.4,North America,1
42.7,-83.3,North America,2
42.7,-83.1,North America,1
42.7,-81.2,North America,1
42.7,-77.4,North America,12
42.7,-73.8,North America,19
42.7,-73.7,North America,1
42.7,-71.7,North America,1
42.7,-71.3,North America,2
42.7,-71.2,North America,4
42.7,-71.1,North America,1
42.7,-70.8,North America,1
42.7,-8.7,Europe,1
42.7,-8.1,Europe,2
42.7,-2.9,Europe,1
42.7,-1.7,Europe,7
42.7,1,Europe,1
42.7,2.9,Europe,15
42.7,3,Europe,1
42.7,9.5,Europe,19
42.7,12.1,Europe,1
42.7,13.7,Europe,1
42.7,14,Europe,1
42.7,19.4,Europe,2
42.7,23.3,Europe,19
42.7,25.5,Europe,40
42.7,27.7,Europe,1
42.8,-84.7,North America,1
42.8,-83.8,North America,1
42.8,-83.3,North America,1
42.8,-83,North America,2
42.8,-78.8,North America,2
42.8,-77.8,North America,1
42.8,-74.6,North America,1
42.8,-74,North America,1
42.8,-73.7,North America,2
42.8,-71.5,North America,2
42.8,-71.2,North America,1
42.8,-71.1,North America,1
42.8,-70.9,North America,7
42.8,-9.1,NA,3
42.8,-9,NA,1
42.8,-8.9,Europe,2
42.8,-8.6,Europe,1
42.8,-8.4,Europe,1
42.8,-1.7,Europe,102
42.8,-1.6,Europe,36
42.8,0.6,Europe,1
42.8,2.2,Europe,17
42.8,3,Europe,1
42.8,10.2,Europe,1
42.8,10.3,Europe,1
42.8,10.9,NA,3
42.8,13.7,Europe,1
42.8,140.6,Asia,3
42.8,141.6,Asia,1
42.9,-97.7,North America,7
42.9,-87.9,North America,4
42.9,-85.7,North America,1
42.9,-85.6,North America,3
42.9,-84.4,North America,1
42.9,-79,North America,1
42.9,-78.9,North America,33
42.9,-78.8,North America,4
42.9,-78.5,North America,1
42.9,-77.3,North America,1
42.9,-76.6,North America,1
42.9,-76,North America,1
42.9,-74.2,North America,2
42.9,-73.9,North America,1
42.9,-73.2,North America,1
42.9,-72.6,North America,6
42.9,-72.3,North America,1
42.9,-70.9,North America,1
42.9,-70.8,North America,5
42.9,-9.2,NA,1
42.9,-8.7,Europe,1
42.9,-8.5,Europe,33
42.9,-2.7,Europe,37
42.9,-2.6,Europe,1
42.9,-1.8,Europe,1
42.9,-0.1,Europe,2
42.9,0.6,Europe,2
42.9,2.6,Europe,1
42.9,3,Europe,176
42.9,9.4,Europe,2
42.9,10.8,Europe,51
42.9,12.6,Europe,1
42.9,13.6,Europe,1
42.9,13.9,Europe,1
42.9,143.2,Asia,2
43,-123.9,North America,1
43,-94.8,North America,1
43,-89.6,North America,10
43,-89.4,North America,7
43,-88.4,North America,7
43,-88.1,North America,4
43,-88,North America,1
43,-87.9,North America,49
43,-86,North America,3
43,-85.8,North America,3
43,-85.7,North America,24
43,-85.5,North America,1
43,-85.1,North America,9
43,-83.8,North America,7
43,-82.4,North America,1
43,-81.4,North America,1
43,-81.3,North America,2
43,-81.2,North America,124
43,-78.8,North America,4
43,-78.7,North America,1
43,-76.1,North America,22
43,-76,North America,1
43,-75.3,North America,2
43,-71.5,North America,29
43,-71,North America,1
43,-70.8,North America,1
43,-9.2,Europe,9
43,-8.5,Europe,1
43,-7.6,Europe,21
43,-6.9,Europe,2
43,-4.4,Europe,1
43,-2.6,Europe,119
43,-2.3,Europe,1
43,-2.2,Europe,1
43,-0.7,Europe,1
43,3,Europe,9
43,11.9,Europe,8
43,12.7,Europe,1
43,13.9,Europe,1
43,17.1,NA,1
43,22.8,Europe,2
43,141.3,Asia,28
43,141.4,Asia,1
43.1,-107.3,North America,3
43.1,-93.4,North America,1
43.1,-89.4,North America,26
43.1,-89.3,North America,1
43.1,-88.5,North America,1
43.1,-88.4,North America,10
43.1,-88.2,North America,1
43.1,-88,North America,2
43.1,-86.2,North America,4
43.1,-83.3,North America,1
43.1,-80.3,North America,2
43.1,-79.5,North America,1
43.1,-79.3,North America,21
43.1,-79.1,North America,6
43.1,-77.6,North America,1
43.1,-77.5,North America,2
43.1,-77.4,North America,1
43.1,-76.5,North America,1
43.1,-76.2,North America,1
43.1,-76.1,North America,1
43.1,-75.2,North America,6
43.1,-73.8,North America,1
43.1,-73.6,North America,1
43.1,-73.5,North America,2
43.1,-72.8,North America,5
43.1,-71.5,North America,1
43.1,-70.9,North America,3
43.1,-70.8,North America,15
43.1,-70.7,North America,4
43.1,-9.2,Europe,1
43.1,-8.4,Europe,2
43.1,-6.3,Europe,2
43.1,-3.3,Europe,3
43.1,-3,Europe,2
43.1,-2.9,Europe,1
43.1,-2.6,Europe,17
43.1,-2.5,Europe,4
43.1,-2.4,Europe,2
43.1,-2.2,Europe,38
43.1,-0.8,Europe,3
43.1,2.4,Europe,1
43.1,3.1,Europe,3
43.1,5.8,Europe,1
43.1,5.8,NA,22
43.1,5.9,Europe,46
43.1,6,Europe,14
43.1,6.1,Europe,16
43.1,6.2,Europe,1
43.1,6.4,NA,2
43.1,11.5,Europe,1
43.1,12.4,Europe,6
43.1,131.9,Europe,2
43.1,141.3,Asia,10
43.1,141.4,Asia,70
43.2,-124.4,North America,3
43.2,-90.3,North America,2
43.2,-87.9,North America,1
43.2,-86.2,North America,1
43.2,-84.1,North America,1
43.2,-80.2,North America,1
43.2,-79.7,North America,2
43.2,-79.2,North America,4
43.2,-78,North America,1
43.2,-77.9,North America,4
43.2,-77.7,North America,1
43.2,-77.6,North America,20
43.2,-77.4,North America,2
43.2,-75.9,North America,1
43.2,-71.7,North America,1
43.2,-71.6,North America,13
43.2,-71.5,North America,4
43.2,-70.9,North America,1
43.2,-70.6,North America,1
43.2,-70.6,NA,14
43.2,-9,Europe,1
43.2,-8.8,Europe,46
43.2,-8.7,Europe,49
43.2,-8.5,Europe,1
43.2,-5.8,Europe,4
43.2,-5.7,Europe,2
43.2,-4,Europe,579
43.2,-3.1,Europe,1
43.2,-2.9,Europe,2
43.2,-2.8,Europe,2
43.2,-2.7,Europe,39
43.2,-2.5,Europe,5
43.2,-2.4,Europe,10
43.2,-2.3,Europe,1
43.2,-1.7,Europe,1
43.2,-1.3,Europe,107
43.2,-1.2,Europe,1
43.2,0,Europe,3
43.2,0.1,Europe,2
43.2,2.4,Europe,8
43.2,3,Europe,17
43.2,3.2,Europe,1
43.2,5.5,Europe,6
43.2,5.6,NA,3
43.2,5.7,Europe,2
43.2,6,Europe,1
43.2,10.6,Europe,1
43.2,26.6,Europe,2
43.2,76.9,Asia,2
43.2,141,Asia,7
43.2,141,NA,2
43.2,141.8,Asia,1
43.2,142.9,Asia,24
43.3,-86.3,North America,1
43.3,-81.8,North America,3
43.3,-81.1,North America,1
43.3,-79.9,North America,19
43.3,-79.8,North America,32
43.3,-79.1,North America,2
43.3,-78.7,North America,4
43.3,-75.4,North America,8
43.3,-74.2,North America,6
43.3,-72.6,North America,2
43.3,-71.7,North America,1
43.3,-70.6,North America,3
43.3,-8.9,Europe,3
43.3,-8.8,Europe,183
43.3,-8.5,Europe,12
43.3,-8.4,Europe,1
43.3,-8.3,Europe,4
43.3,-8.2,Europe,6
43.3,-7.3,Europe,1
43.3,-5.7,Europe,4
43.3,-4.1,Europe,5
43.3,-3.9,Europe,1
43.3,-3.8,Europe,5
43.3,-3.5,Europe,15
43.3,-3.1,Europe,3
43.3,-3,Europe,97
43.3,-2.9,Europe,248
43.3,-2.8,Europe,1
43.3,-2.7,Europe,34
43.3,-2.4,Europe,13
43.3,-2.3,Europe,10
43.3,-2.2,Europe,197
43.3,-2.1,Europe,2
43.3,-2,Europe,315
43.3,-1.9,Europe,13
43.3,-1.8,Europe,13
43.3,-1.7,Europe,8
43.3,-1.6,Europe,33
43.3,-0.8,Europe,10
43.3,-0.4,Europe,38
43.3,3.1,Europe,2
43.3,3.2,Europe,6
43.3,3.5,Europe,8
43.3,3.5,NA,1
43.3,5.1,NA,675
43.3,5.4,Europe,1765
43.3,5.4,NA,3
43.3,6,Europe,1
43.3,6.6,Europe,18
43.3,10.5,Europe,3
43.3,10.6,Europe,1
43.3,11.3,Europe,2
43.3,13.6,Europe,1
43.3,17,NA,3
43.4,-124.2,North America,1
43.4,-124.2,NA,1
43.4,-106.3,North America,11
43.4,-96.7,North America,1
43.4,-84.7,North America,5
43.4,-84,North America,1
43.4,-81,North America,14
43.4,-80.3,North America,3
43.4,-72.7,North America,1
43.4,-70.5,North America,10
43.4,-70.4,NA,1
43.4,-8.4,Europe,468
43.4,-6.3,Europe,6
43.4,-5.9,Europe,231
43.4,-5.8,Europe,34
43.4,-5.7,Europe,4
43.4,-5.5,Europe,1
43.4,-4.6,Europe,4
43.4,-4.4,Europe,48
43.4,-4.3,Europe,18
43.4,-4.1,Europe,44
43.4,-4,Europe,6
43.4,-3.9,Europe,9
43.4,-3.8,Europe,4
43.4,-3.7,Europe,4
43.4,-3.5,Europe,13
43.4,-3.4,Europe,17
43.4,-3.2,Europe,7
43.4,-3,Europe,153
43.4,-2.9,Europe,61
43.4,-2.8,Europe,88
43.4,-2.7,Europe,257
43.4,-1.8,Europe,29
43.4,-1.7,Europe,60
43.4,-1.6,Europe,39
43.4,-1.5,Europe,1
43.4,-1.4,Europe,6
43.4,-0.8,Europe,1
43.4,-0.6,Europe,1
43.4,1.1,Europe,8
43.4,1.2,Europe,38
43.4,1.7,Europe,1
43.4,3.6,Europe,2
43.4,3.8,Europe,1
43.4,3.8,NA,1
43.4,4.8,NA,3
43.4,5.2,Europe,1
43.4,5.3,Europe,1
43.4,5.6,Europe,2
43.4,6.7,Europe,4
43.4,6.8,Europe,2
43.4,10.4,Europe,1
43.4,12.6,Europe,1
43.5,-123.6,North America,1
43.5,-116.6,North America,3
43.5,-112,North America,1
43.5,-110.8,North America,5
43.5,-96.7,North America,306
43.5,-91.8,North America,1
43.5,-90,North America,1
43.5,-83.4,North America,1
43.5,-80.5,North America,28
43.5,-80.2,North America,6
43.5,-79.9,North America,21
43.5,-79.7,North America,4
43.5,-76.2,North America,2
43.5,-71.5,North America,22
43.5,-71.2,North America,2
43.5,-70.5,North America,7
43.5,-70.4,North America,1
43.5,-8.3,NA,32
43.5,-8.2,Europe,201
43.5,-8.1,Europe,9
43.5,-7.9,Europe,1
43.5,-7,Europe,4
43.5,-6.7,Europe,1
43.5,-6.1,Europe,2
43.5,-6,Europe,2
43.5,-5.9,Europe,5
43.5,-5.7,Europe,184
43.5,-5.6,Europe,9
43.5,-5.4,Europe,10
43.5,-5.2,Europe,2
43.5,-5.1,Europe,1
43.5,-3.9,Europe,6
43.5,-3.8,Europe,752
43.5,-3.7,Europe,380
43.5,-3.5,Europe,6
43.5,-1.6,Europe,605
43.5,-1.5,Europe,354
43.5,-1.4,Europe,17
43.5,-1.3,Europe,3
43.5,-0.7,Europe,1
43.5,0.9,Europe,2
43.5,3.8,Europe,6
